IDProducto;Producto;Marca;IDEmpresa;Seccion;Categoria;Variedad;FigurasCalidad;HEART OF SPAIN
48166;QUESO DE OVEJA MADURADO ELABORADO CON LECHE CRUDA;EL GRAN CARDENAL;1187;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;I.G.P. QUESO CASTELLANO;AUTORIZADO
48178;QUESO DE CABRA MADURADO CON PIMENTON;EL GRAN CARDENAL;1187;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE CABRA;PLIEGO DE CONDICIONES DE PRODUCTO;AUTORIZADO
48181;QUESO MADURADO DE CABRA Y VACA;EL GRAN CARDENAL;1187;QUESOS Y OTROS LACTEOS;QUESOS;QUESO MEZCLA;PLIEGO DE CONDICIONES DE PRODUCTO;AUTORIZADO
16717;BARRA CASTELLANA;EL HORNO DE ANGEL;1189;PANADERIA Y REPOSTERIA;PAN Y ESPECIALIDADES;PAN FLAMA;PLIEGO DE CONDICIONES DE PRODUCTO;
44911;HOGAZA 2 CEREALES;EL HORNO DE ANGEL;1189;PANADERIA Y REPOSTERIA;PAN Y ESPECIALIDADES;PAN FLAMA;PLIEGO DE CONDICIONES DE PRODUCTO;
48103;GALLETAS DECORADAS;EL POSTRE DE LISA;40975;PANADERIA Y REPOSTERIA;GALLETAS;GALLETAS ESPECIALES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
43100;VINO ROSADO;VALDUBON;592;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. RIBERA DEL DUERO;
45843;VINO TINTO 9 MESES EN BARRICA;VALDUBON;592;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
7588;ESPARRAGOS;CONSERVAS ANDA EL NIÑO;1001;CONSERVAS;CONSERVAS VEGETALES;OTRAS CONSERVAS VEGETALES;PLIEGO DE CONDICIONES DE PRODUCTO;
22453;JAMON DE BELLOTA IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23213;PALETA DE CEBO 100% IBERICA;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
29465;SALCHICHON;EMBUTIDOS LA PRADERA DE FONTUN;36272;CHARCUTERIA;EMBUTIDOS;SALCHICHON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
35426;VINO TINTO 15 MESES EN BARRICA;GODELIA;2960;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
46867;VINO TINTO MENCIA BARRICA;GODELIA;2960;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
8636;YOGUR NATURAL BATIDO AZUCARADO;CAM ALTA MORAÑA;204;QUESOS Y OTROS LACTEOS;YOGURES/LECHES FERMENTADAS;YOGUR;PLIEGO DE CONDICIONES DE PRODUCTO;
21878;JAMON DE CEBO IBERICO;ANDRES GOMEZ;30880;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
21881;JAMON DE BELLOTA IBERICO;ANDRES GOMEZ;30880;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
22423;JAMON DE CEBO DE CAMPO IBERICO;ANDRES GOMEZ;30880;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
22425;LOMO DE CEBO IBERICO;ANDRES GOMEZ;30880;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
36189;JAMON DE BELLOTA IBERICO;MELQUIADES;2329;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
36194;PALETA DE BELLOTA IBERICA;MELQUIADES;2329;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
36202;CAÑA DE LOMO DE CEBO DE CAMPO IBERICO;MELQUIADES;2329;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
47010;PALETA DE BELLOTA IBERICA;DEDIEGO CURADO CON GUSTO;2329;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
15552;MORCILLA DE ARROZ;DEVILLADA MORCILLA;179401;CHARCUTERIA;COCIDOS;MORCILLA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
11742;VINO TINTO ROBLE;NAVALTALLAR;32504;BEBIDAS;VINOS;VINO TINTO;D.O. VALTIENDAS;
35373;VINO TINTO BARRICA;VIZAR;2649;BEBIDAS;VINOS;VINO TINTO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON";
44755;ALUBIA RIÑON;ARCONADA;40335;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
44759;ALUBIA RIÑON;LEGUMBRES VICTOR;40335;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
44762;LENTEJA;LEGUMBRES VICTOR;40335;ALIMENTACION GENERAL;LEGUMBRES SECAS;LENTEJAS;I.G.P. LENTEJA DE TIERRA DE CAMPOS;
42604;VINO TINTO CRIANZA;MONTELVIRA;40116;BEBIDAS;VINOS;VINO TINTO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
13537;VINO ROSADO ESPUMOSO;XAMPRADA;2703;BEBIDAS;VINOS;VINO ESPUMOSO;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
26413;PALETA DE CEBO DE CAMPO IBERICA;SANTIAGO GARCIA;795;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
21767;LOMO DE BELLOTA IBERICO;NOBLEZA CASTELLANA;1857;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
27126;PALETA DE CEBO IBERICA;VILLAR;1857;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
17630;VINO TINTO CRIANZA;VIÑA DECANES;2280;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. BIERZO;
3287;PASTAS DE ALMENDRA;LA GIRALDA DE CASTILLA;2069;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
22454;JAMON DE CEBO IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23217;LOMO DE CEBO DE CAMPO 100% IBERICO;ISIDRO GONZALEZ REVILLA, S.L.;1888;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
29452;COSTILLA DE CHIVO;EMBUTIDOS LA PRADERA DE FONTUN;36272;CHARCUTERIA;CURADOS;OTRO CURADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29455;MORCILLA CURADA;EMBUTIDOS LA PRADERA DE FONTUN;36272;CHARCUTERIA;COCIDOS;MORCILLA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29457;PANCETA ADOBADA CURADA;EMBUTIDOS LA PRADERA DE FONTUN;36272;CHARCUTERIA;BACON Y PANCETA;PANCETA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
16698;PATATA;ECOEDUCO;33700;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;PATATAS Y OTROS TUBERCULOS;PATATA;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
16708;CEBOLLA;ECOEDUCO;33700;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;AJOS, CEBOLLAS Y PUERROS;CEBOLLA;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
20653;VINO TINTO CRIANZA;CAMPARRON;507;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
8637;YOGUR NATURAL;CAM ALTA MORAÑA;204;QUESOS Y OTROS LACTEOS;YOGURES/LECHES FERMENTADAS;YOGUR;PLIEGO DE CONDICIONES DE PRODUCTO;
21882;PALETA DE BELLOTA IBERICA;ANDRES GOMEZ;30880;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
39560;VINO BLANCO GODELLO;LA PADORNIÑA;32721;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. BIERZO;
36185;CAÑA DE LOMO DE CEBO IBERICO;MELQUIADES;2329;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
36186;CAÑA DE LOMO DE CEBO 100% BERICO;MELQUIADES;2329;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
36190;JAMON DE BELLOTA 100% IBERICO;MELQUIADES;2329;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
36192;JAMON DE CEBO IBERICO;MELQUIADES;2329;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
41525;JAMON SERRANO GRAN RESERVA DUROC;MELQUIADES;2329;CHARCUTERIA;CURADOS;JAMON CURADO;E.T.G. JAMON SERRANO;
42847;VINO TINTO;SANTO;33942;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. URUEÑA;
42848;VINO TINTO;SELECCION EXCELENCIA;33942;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. URUEÑA;
40063;VINO ROSADO;TOMAS GONZALEZ;39576;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. RIBERA DEL DUERO;
42003;HARINA DE ALMENDRA;WAMBA NUTS;39615;ALIMENTACION GENERAL;HARINAS;OTRA VARIEDAD;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
42605;VINO TINTO CRIANZA;CBA;40116;BEBIDAS;VINOS;VINO TINTO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
6135;PIMIENTOS ASADOS;PALACIO DE CANEDO;2703;CONSERVAS;CONSERVAS VEGETALES;CONSERVAS DE PIMIENTO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; I.G.P. PIMIENTO ASADO DEL BIERZO";
1237;QUESO DE OVEJA EN ACEITE;CELESTINO ARRIBAS;274;QUESOS Y OTROS LACTEOS;QUESOS;QUESO EN ACEITE;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
26377;JAMON DE CEBO DE CAMPO 100% IBERICO;SANTIAGO GARCIA;795;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
21522;CHORIZO EXTRA;VILLAR;1857;CHARCUTERIA;EMBUTIDOS;CHORIZO;PROTOCOLO PRIVADO (IFS);
21766;LOMO DE CEBO IBERICO;NOBLEZA CASTELLANA;1857;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
24858;PALETA DE CEBO IBERICA;PEDRO NIETO;2617;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
24861;PALETA DE CEBO DE CAMPO IBERICA;PEDRO NIETO;2617;CHARCUTERIA;CURADOS;PALETA IBERICA;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
25135;PALETA DE BELLOTA IBERICA;CARNICAS GREGORIO RODRIGUEZ;758;CHARCUTERIA;CURADOS;PALETA IBERICA;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
25136;LOMO DE BELLOTA IBERICO;CARNICAS GREGORIO RODRIGUEZ;758;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
25137;JAMON DE CEBO DE CAMPO 100% IBERICO;CARNICAS GREGORIO RODRIGUEZ;758;CHARCUTERIA;CURADOS;JAMON IBERICO;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
25140;JAMON DE CEBO DE CAMPO IBERICO;CARNICAS GREGORIO RODRIGUEZ;758;CHARCUTERIA;CURADOS;JAMON IBERICO;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
25143;JAMON DE CEBO 100% IBERICO;CARNICAS GREGORIO RODRIGUEZ;758;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
25144;LOMO DE CEBO IBERICO;CARNICAS GREGORIO RODRIGUEZ;758;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
47855;LOMO DE BELLOTA IBERICO;EMBUTIDOS Y JAMONES CHOPO;35755;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
3757;VINO TINTO;LIBERALIA;410;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
27826;QUESO DE OVEJA VIEJO LECHE CRUDA;PABLO ALONSO MARTIN;196;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
33132;HELADO DE LECHE CON YOGUR 20%;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
33139;HELADO DE LECHE CON LECHE CONDENSADA 30 %;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
33141;HELADO DE LECHE CON MORA 30%;FEDE CUESTA;35851;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;HELADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
41805;FRESA DESHIDRATADA;NATURSNACKS;36773;ALIMENTACION GENERAL;APERITIVOS;SNACKS;AGRICULTURA ECOLOGICA DE CASTILLA Y LEON;
42204;VINO BLANCO VERDEJO;RIVENDEL;35122;BEBIDAS;VINOS;VINO BLANCO;"AGRICULTURA ECOLOGICA DE CASTILLA Y LEON; VCPRD D.O. RUEDA";
48745;VINO BLANCO VERDEJO;PLUMA BLANCA;35122;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. RUEDA;
1123;PLUM CAKE;DIVINA PASTORA;2846;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;TARTAS Y BIZCOCHOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1124;TORTA DE NUEZ;DIVINA PASTORA;2846;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;TORTAS DULCES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
22899;JAMON DE CEBO DE CAMPO IBERICO;SIERRA GREDOS;728;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
24415;JAMON DE CEBO IBERICO;SIERRA GREDOS;728;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
36047;SALCHICHON EXTRA CULAR;HERRAEZ;728;CHARCUTERIA;EMBUTIDOS;SALCHICHON;PROTOCOLO PRIVADO (IFS);
36050;LONGANIZA EXTRA PICANTE;HERRAEZ;728;CHARCUTERIA;EMBUTIDOS;LONGANIZA;PROTOCOLO PRIVADO (IFS);
36051;LONGANIZA EXTRA;HERRAEZ;728;CHARCUTERIA;EMBUTIDOS;LONGANIZA;PROTOCOLO PRIVADO (IFS);
13688;LACON AL HORNO;PAJARIEL;1419;CHARCUTERIA;COCIDOS;LACON;"PROTOCOLO PRIVADO (BRC); PROTOCOLO PRIVADO (IFS)";
3890;JAMON SERRANO;CECINAS PABLO;866;CHARCUTERIA;CURADOS;JAMON CURADO;E.T.G. JAMON SERRANO;
19320;JAMON DE CEBO IBERICO;PABLO;866;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
19321;JAMON DE BELLOTA IBERICO;PABLO;866;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
19324;LOMO DE BELLOTA IBERICO;PABLO;866;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
19325;LOMO DE CEBO IBERICO;PABLO;866;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
36664;CHORIZO EXTRA DULCE;DE NUESTRA TIERRA;866;CHARCUTERIA;EMBUTIDOS;CHORIZO;M.C. CHORIZO DE LEON;
8811;TRUCHA AHUMADA EN LONCHAS;LAS NIEVES;2676;CHARCUTERIA;SALAZONES Y AHUMADOS;AHUMADO;PLIEGO DE CONDICIONES DE PRODUCTO;
8417;TRUCHA AHUMADA;SELECTOS DE CASTILLA;3060;CHARCUTERIA;SALAZONES Y AHUMADOS;AHUMADO;PLIEGO DE CONDICIONES DE PRODUCTO;
24408;BOMBON DE FOIE;SELECTOS DE CASTILLA;3060;ALIMENTACION GENERAL;CHOCOLATES Y CACAOS;BOMBONES;PLIEGO DE CONDICIONES DE PRODUCTO;
19468;JAMON DE CEBO DE CAMPO IBERICO;JULIAN DEL AGUILA;1976;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
19471;LOMO DE BELLOTA 100% IBERICO;JULIAN DEL AGUILA;1976;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
19475;PALETA DE BELLOTA 100% IBERICA;JULIAN DEL AGUILA;1976;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
19476;PALETA DE CEBO DE CAMPO 100% IBERICA;JULIAN DEL AGUILA;1976;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
19478;JAMON DE CEBO 100% IBERICO;JULIAN DEL AGUILA;1976;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
5258;SALCHICHON IBERICO;EL COTO RAMOS, S.A.;1185;CHARCUTERIA;EMBUTIDOS;SALCHICHON IBERICO;M.G. IBERICOS DE SALAMANCA;
12139;LONGANIZA IBERICA EXTRA;EL COTO RAMOS, S.A.;1185;CHARCUTERIA;EMBUTIDOS;LONGANIZA IBERICA;M.G. IBERICOS DE SALAMANCA;
21503;JAMON DE CEBO DE CAMPO IBERICO;EL COTO RAMOS, S.A.;1185;CHARCUTERIA;CURADOS;JAMON IBERICO;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
21508;PALETA DE CEBO 100% IBERICA;EL COTO RAMOS, S.A.;1185;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
21509;PALETA DE CEBO DE CAMPO 100% IBERICA;EL COTO RAMOS, S.A.;1185;CHARCUTERIA;CURADOS;PALETA IBERICA;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
21514;LOMO DE CEBO DE CAMPO 100% IBERICO;EL COTO RAMOS, S.A.;1185;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;"M.G. IBERICOS DE SALAMANCA; NORMA DE CALIDAD DEL IBERICO";
21517;PALETA DE BELLOTA IBERICA;EL COTO RAMOS, S.A.;1185;CHARCUTERIA;CURADOS;PALETA IBERICA;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
21519;LOMO DE BELLOTA IBERICO;EL COTO RAMOS, S.A.;1185;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;"M.G. IBERICOS DE SALAMANCA; NORMA DE CALIDAD DEL IBERICO";
43507;QUESO DE OVEJA;DM;1865;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;I.G.P. QUESO CASTELLANO;
4279;GARBANZO;TIERRA GUAREÑA;1030;ALIMENTACION GENERAL;LEGUMBRES SECAS;GARBANZOS;I.G.P. GARBANZO DE FUENTESAUCO;
25126;LOMO DE CEBO DE CAMPO IBERICO;FLORENCIO GOMEZ;1402;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
25127;PALETA DE CEBO DE CAMPO IBERICA;FLORENCIO GOMEZ;1402;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
25128;JAMON DE CEBO DE CAMPO IBERICO;FLORENCIO GOMEZ;1402;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
25131;JAMON DE BELLOTA 100% IBERICO;FLORENCIO GOMEZ;1402;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
25867;PALETA DE BELLOTA IBERICA;FLORENCIO GOMEZ;1402;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
5714;LOMO SEMICURADO;MARTIN CUESTA;2243;CHARCUTERIA;EMBUTIDOS;LOMO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
10657;CUAJADA;CUAJADA DE BRIVIESCA OVEJERO;2753;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;CUAJADA;PLIEGO DE CONDICIONES DE PRODUCTO;
32988;VINO TINTO JOVEN;QUINTA GENERACION DEHESA DE LOS CANONIGOS BODEGA SC;391;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
29502;VINO TINTO JOVEN;CASTELO;471;BEBIDAS;VINOS;VINO TINTO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
34923;VINO BLANCO VERDEJO FERMENTADO EN BARRICA;CASTELO DE MEDINA;471;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. RUEDA;
34925;VINO TINTO ROBLE;CASTELO DE MEDINA;471;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RUEDA;
34926;VINO ROSADO;CASTELO DE MEDINA;471;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. RUEDA;
35764;VINO BLANCO;EL FISGON;471;BEBIDAS;VINOS;VINO BLANCO;VCPRD D.O. RUEDA;
44096;VINO BLANCO SAUVIGNON;CASTELO DE MEDINA;471;BEBIDAS;VINOS;VINO BLANCO;I.G.P. VINO DE LA TIERRA DE CASTILLA Y LEON;
23356;VINO ROSADO;CLARO DE MOROZAN;406;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. RIBERA DEL DUERO;
26313;VINO TINTO JOVEN;ABADIA DE SAN PEDRO;406;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
26315;VINO TINTO CRIANZA;ABADIA DE SAN PEDRO;406;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
22612;VINO TINTO JOVEN;ROMANORUM;35697;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. ARRIBES;
42765;VINO TINTO RESERVA;ROMANORUM;35697;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. ARRIBES;
8970;VINO TINTO;FINCA LA MARIA;1596;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
22173;VINO TINTO ROBLE;MARQUES DE VELILLA;1596;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
10962;PATATA LAVADA;SEGOVIANA DE PATATAS;3055;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;PATATAS Y OTROS TUBERCULOS;PATATA;PROTOCOLO PRIVADO (GLOBAL GAP);
15812;PATATA CEPILLADA;SEGOVIANA DE PATATAS;3055;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;PATATAS Y OTROS TUBERCULOS;PATATA;PROTOCOLO PRIVADO (GLOBAL GAP);
15813;PATATA CEPILLADA;UNIDE S. COOP.;3055;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;PATATAS Y OTROS TUBERCULOS;PATATA;PROTOCOLO PRIVADO (GLOBAL GAP);
41508;PATATA LAVADA;TRES CORONAS;3055;VERDURAS, HORTALIZAS Y PRODUCTOS SILVESTRES;PATATAS Y OTROS TUBERCULOS;PATATA;PROTOCOLO PRIVADO (GLOBAL GAP);
17927;HUEVOS;PITAS PITAS;1604;ALIMENTACION GENERAL;HUEVOS Y SUBPRODUCTOS;HUEVOS;PLIEGO DE CONDICIONES DE PRODUCTO;
40763;VINO TINTO ROBLE;VALDRINAL ENTREGA;432;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
44063;VINO TINTO CRIANZA;VALDRINAL TRADICION;432;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
26977;JAMON DE CEBO DE CAMPO IBERICO;PARRA GONZALEZ;2579;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26978;PALETA DE CEBO DE CAMPO IBERICA;PARRA GONZALEZ;2579;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26979;LOMO DE CEBO DE CAMPO IBERICO;PARRA GONZALEZ;2579;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
26980;JAMON DE CEBO DE CAMPO 100% IBERICO;PARRA GONZALEZ;2579;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26981;JAMON DE CEBO IBERICO;PARRA GONZALEZ;2579;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26983;PALETA DE CEBO 100% IBERICA;PARRA GONZALEZ;2579;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26989;PALETA DE CEBO IBERICA;PARRA GONZALEZ;2579;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26993;JAMON DE BELLOTA 100% IBERICO;PARRA GONZALEZ;2579;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
3085;VINO TINTO;EL SALEGAR;594;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
47704;VINO TINTO;SIN MALICIA;594;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
27480;PATATAS FRITAS PAJA EN ACEITE DE GIRASOL;PATATAS FRITAS FATIMA;1354;ALIMENTACION GENERAL;APERITIVOS;PATATAS FRITAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
13711;COSTILLA ADOBADA CURADA;VILLAMAYOR DE CAMPOS EMBUTIDOS ARTESANOS;1272;CHARCUTERIA;CURADOS;OTRO CURADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
13713;SALCHICHON CURADO EXTRA;VILLAMAYOR DE CAMPOS EMBUTIDOS ARTESANOS;1272;CHARCUTERIA;EMBUTIDOS;SALCHICHON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
13716;LOMO EMBUCHADO;VILLAMAYOR DE CAMPOS EMBUTIDOS ARTESANOS;1272;CHARCUTERIA;EMBUTIDOS;LOMO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
13718;CHORIZO CURADO EXTRA;VILLAMAYOR DE CAMPOS EMBUTIDOS ARTESANOS;1272;CHARCUTERIA;EMBUTIDOS;CHORIZO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
