IDProducto;Producto;Marca;IDEmpresa;Seccion;Categoria;Variedad;FigurasCalidad;HEART OF SPAIN
22448;JAMON DE BELLOTA IBERICO;FUENTERRICO;32580;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23116;PALETA DE BELLOTA 100% IBERICA;FUENTERRICO;32580;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23123;JAMON DE BELLOTA 100% IBERICO;FUENTERRICO;32580;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23124;JAMON DE CEBO DE CAMPO 100% IBERICO;FUENTERRICO;32580;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
25420;VINO ROSADO;PAGOS DE NEGREDO;36772;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. ARLANZA;
40203;PALETA DE BELLOTA IBERICA;LOPEZ PUERTO;772;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
40204;PALETA DE CEBO DE CAMPO IBERICA;LOPEZ PUERTO;772;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
40206;JAMON DE BELLOTA 100% IBERICO;LOPEZ PUERTO;772;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
40207;JAMON DE CEBO DE CAMPO IBERICO;LOPEZ PUERTO;772;CHARCUTERIA;CURADOS;JAMON IBERICO;D.O.P. JAMON DE GUIJUELO;
40211;JAMON DE BELLOTA 100% IBERICO;LOPEZ PUERTO;772;CHARCUTERIA;CURADOS;JAMON IBERICO;D.O.P. JAMON DE GUIJUELO;
40212;CAÑA DE LOMO DE BELLOTA IBERICO;LOPEZ PUERTO;772;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
40215;PALETA DE BELLOTA 100% IBERICA;LOPEZ PUERTO;772;CHARCUTERIA;CURADOS;PALETA IBERICA;D.O.P. JAMON DE GUIJUELO;
5205;VINO ROSADO;VIÑA CALDERONA;508;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. CIGALES;
28771;VINO TINTO JOVEN;CERMEÑO;385;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. TORO;
1482;QUESO DE OVEJA EN ACEITE DE OLIVA;QUESERIA ARTESANAL CAMPOPRIETO;706;QUESOS Y OTROS LACTEOS;QUESOS;QUESO EN ACEITE;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
29398;JAMON DE CEBO DE CAMPO IBERICO;FILI;1229;CHARCUTERIA;CURADOS;JAMON IBERICO;D.O.P. JAMON DE GUIJUELO;
29403;JAMON DE CEBO IBERICO;FILI;1229;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
29405;CARNE FRESCA IBERICA;FILI;1229;CARNES;PORCINO;CERDO IBERICO;NORMA DE CALIDAD DEL IBERICO;
29406;PALETA DE BELLOTA IBERICA;FILI;1229;CHARCUTERIA;CURADOS;PALETA IBERICA;D.O.P. JAMON DE GUIJUELO;
29407;LOMO DE CEBO IBERICO;FILI;1229;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
29408;LOMO DE BELLOTA IBERICO;FILI;1229;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
37730;PALETA DE BELLOTA IBERICA;FILI;1229;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
37736;JAMON DE BELLOTA IBERICO;DON FILIBERTO;1229;CHARCUTERIA;CURADOS;JAMON IBERICO;"D.O.P. JAMON DE GUIJUELO; NORMA DE CALIDAD DEL IBERICO";
37738;JAMON DE CEBO IBERICO;DON FILIBERTO;1229;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
10502;JAMON SERRANO GRAN RESERVA;PEÑA 2000;1853;CHARCUTERIA;CURADOS;JAMON CURADO;E.T.G. JAMON SERRANO;
12069;JAMON SERRANO;PEÑUS;1853;CHARCUTERIA;CURADOS;JAMON CURADO;E.T.G. JAMON SERRANO;
10668;LOMOS DE SARDINA;EL PESCADOR DE VILLAGARCIA;31900;CONSERVAS;CONSERVAS DE PESCADO Y MARISCO;CONSERVAS DE PESCADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
13927;ALUBIA PINTA;GAMONALES;2730;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
13931;ALUBIA RIÑON;GAMONALES;2730;ALIMENTACION GENERAL;LEGUMBRES SECAS;ALUBIAS;I.G.P. ALUBIA DE LA BAÑEZA-LEON;
11993;JAMON SERRANO;GUIA;1849;CHARCUTERIA;CURADOS;JAMON CURADO;E.T.G. JAMON SERRANO;
18857;JAMON DE CEBO IBERICO;IGLESIAS;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
18859;JAMON DE CEBO IBERICO;CAMPO CHARRO;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
18862;JAMON DE BELLOTA IBERICO;CAMPO CHARRO;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
18868;LOMO DE BELLOTA IBERICO;IGLESIAS;1849;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
18869;LOMO DE BELLOTA IBERICO;CAMPO CHARRO;1849;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
18877;LOMO FRESCO DE CEBO IBERICO;IGLESIAS;1849;CARNES;PORCINO;CERDO IBERICO;NORMA DE CALIDAD DEL IBERICO;
25898;PALETA DE CEBO DE CAMPO 100% IBERICA;DELICATAPAS SIMPLY A PLEASURE;1849;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
25904;PALETA DE BELLOTA 100% IBERICA;DELICATAPAS SIMPLY A PLEASURE;1849;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
25905;LOMO DE BELLOTA IBERICO;DELICATAPAS SIMPLY A PLEASURE;1849;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
25906;LOMO DE BELLOTA 100% IBERICO;DELICATAPAS SIMPLY A PLEASURE;1849;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
25908;JAMON DE CEBO IBERICO;DELICATAPAS SIMPLY A PLEASURE;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
25909;JAMON DE CEBO 100% IBERICO;DELICATAPAS SIMPLY A PLEASURE;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
25912;LOMO DE CEBO IBERICO;DELICATAPAS SIMPLY A PLEASURE;1849;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
26108;PALETA DE BELLOTA 100% IBERICA;VEGA TORMES;1849;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26110;PALETA DE CEBO DE CAMPO IBERICA;VEGA TORMES;1849;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26119;LOMO DE CEBO 100% IBERICO;CAMPO CHARRO;1849;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
26122;PALETA DE CEBO DE CAMPO IBERICA;CAMPO CHARRO;1849;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26124;JAMON DE BELLOTA 100% IBERICO;CAMPO CHARRO;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26127;JAMON DE CEBO DE CAMPO IBERICO;CAMPO CHARRO;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26130;LOMO DE CEBO DE CAMPO IBERICO;IGLESIAS;1849;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
26132;PALETA DE BELLOTA 100% IBERICA;IGLESIAS;1849;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26134;PALETA DE CEBO DE CAMPO IBERICA;IGLESIAS;1849;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26135;PALETA DE CEBO 100% IBERICA;IGLESIAS;1849;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
26138;JAMON DE CEBO 100% IBERICO;IGLESIAS;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
26139;JAMON DE CEBO DE CAMPO IBERICO;IGLESIAS;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
42188;SALCHICHON IBERICO CULAR EXTRA;VEGA TORMES;1849;CHARCUTERIA;EMBUTIDOS;SALCHICHON IBERICO;M.G. IBERICOS DE SALAMANCA;
48193;JAMON CEBO IBERICO;GUIA;1849;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
5058;LICOR DE LIMON;EL MAJUELAR;2075;BEBIDAS;ALCOHOLICAS ALTA GRADUACIÓN;LICORES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
8552;LICOR DE GUINDAS;EL MAJUELAR;2075;BEBIDAS;ALCOHOLICAS ALTA GRADUACIÓN;LICORES;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
45;LECHE DE VACA UHT ENTERA;GAZA;2055;QUESOS Y OTROS LACTEOS;LECHE;LECHE ENTERA;PLIEGO DE CONDICIONES DE PRODUCTO;
3929;LECHE DE VACA UHT DESNATADA CALCIO;GAZA;2055;QUESOS Y OTROS LACTEOS;LECHE;LECHE DESNATADA;PLIEGO DE CONDICIONES DE PRODUCTO;
13406;LECHE DE VACA UHT DESNATADA;ALTA MORAÑA;2055;QUESOS Y OTROS LACTEOS;LECHE;LECHE DESNATADA;PLIEGO DE CONDICIONES DE PRODUCTO;
15664;LECHE DE VACA UHT DESNATADA SIN LACTOSA;GAZA;2055;QUESOS Y OTROS LACTEOS;LECHE;LECHE DESNATADA;PLIEGO DE CONDICIONES DE PRODUCTO;
28054;NATA DE VACA UHT CULINARIA;GAZA;2055;QUESOS Y OTROS LACTEOS;MANTEQUILLAS Y NATAS;NATA;PLIEGO DE CONDICIONES DE PRODUCTO;
39996;LECHE DE VACA PASTERIZADA ENTERA;GAZA;2055;QUESOS Y OTROS LACTEOS;LECHE;LECHE ENTERA;PLIEGO DE CONDICIONES DE PRODUCTO;
48208;CAÑA DE LOMO DE CEBO DE CAMPO IBERICO;BULLON;40995;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
38630;VINO ROSADO;TRASLANZAS;39595;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. CIGALES;AUTORIZADO
4167;QUESO DE OVEJA;LA TRANSHUMANCIA;2010;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
44184;QUESO DE OVEJA LECHE CRUDA;DEL MORAL;2789;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;I.G.P. QUESO CASTELLANO;
4839;BOTILLO;LA ENCINA;1243;CHARCUTERIA;CURADOS;BOTILLO;I.G.P. BOTILLO DEL BIERZO;
22587;LOMO DE CEBO DE CAMPO IBERICO;MONTE-LLANO JAMONES Y EMBUTIDOS IBERICOS;762;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
22590;PALETA DE CEBO DE CAMPO 100% IBERICA;MONTE-LLANO JAMONES Y EMBUTIDOS IBERICOS;762;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
24492;JAMON DE CEBO IBERICO;MONTE-LLANO JAMONES Y EMBUTIDOS IBERICOS;762;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
24496;LOMO DE CEBO IBERICO;MONTE-LLANO JAMONES Y EMBUTIDOS IBERICOS;762;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
24613;LOMO DE BELLOTA IBERICO;MONTE-LLANO JAMONES Y EMBUTIDOS IBERICOS;762;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
24615;PALETA DE BELLOTA 100% IBERICA;MONTE-LLANO JAMONES Y EMBUTIDOS IBERICOS;762;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
26778;JAMON DE CEBO IBERICO;CORTELEAL;762;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
26780;LOMO DE CEBO IBERICO;CORTELEAL;762;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
26786;LOMO DE BELLOTA IBERICO;CORTELEAL;762;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
26788;JAMON DE CEBO 100% IBERICO;CORTELEAL;762;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
26789;JAMON DE CEBO DE CAMPO 100% IBERICO;CORTELEAL;762;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
26791;LOMO DE CEBO 100% IBERICO;CORTELEAL;762;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
26792;LOMO DE CEBO DE CAMPO 100% IBERICO;CORTELEAL;762;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
26794;PALETA DE CEBO 100% IBERICA;CORTELEAL;762;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
26795;PALETA DE CEBO DE CAMPO 100% IBERICA;CORTELEAL;762;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;AUTORIZADO
28716;LECHAZO;MORALEJO SELECCION;2378;CARNES;OVINO Y CAPRINO;LECHAZO;PLIEGO DE CONDICIONES DE PRODUCTO;
29482;LOMO EMBUCHADO;EMBUTIDOS LLAMAS SALAZONES;739;CHARCUTERIA;EMBUTIDOS;LOMO;PLIEGO DE CONDICIONES DE PRODUCTO;
29483;SALCHICHON EXTRA;EMBUTIDOS LLAMAS SALAZONES;739;CHARCUTERIA;EMBUTIDOS;SALCHICHON;PLIEGO DE CONDICIONES DE PRODUCTO;
5464;ROSCAS DE SARTEN;REPOSTERIA MONTESORI;2852;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ROSQUILLAS Y ROSCOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
7333;PASTAS;REPOSTERIA MONTESORI;2852;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
20130;MIEL;MIEL MONTE ALISTE;35889;ALIMENTACION GENERAL;PRODUCTOS APICOLAS;MIEL;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
20131;POLEN;MIEL MONTE ALISTE;35889;ALIMENTACION GENERAL;PRODUCTOS APICOLAS;POLEN;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
11108;MIEL;MIEL SUBIÑAS;3098;ALIMENTACION GENERAL;PRODUCTOS APICOLAS;MIEL;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1143;CARETA DE CERDO ADOBADA;CARNES Y EMBUTIDOS EL ARCO;2248;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1146;CHORIZO;CARNES Y EMBUTIDOS EL ARCO;2248;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1149;JAMON CURADO;CARNES Y EMBUTIDOS EL ARCO;2248;CHARCUTERIA;CURADOS;JAMON CURADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1154;PAPADA DE CERDO ADOBADA;CARNES Y EMBUTIDOS EL ARCO;2248;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1155;SALCHICHAS;CARNES Y EMBUTIDOS EL ARCO;2248;CARNES;PORCINO;ELABORADOS DE CERDO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
1156;SALCHICHON CURADO;CARNES Y EMBUTIDOS EL ARCO;2248;CHARCUTERIA;EMBUTIDOS;SALCHICHON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
14379;LOMO EN ACEITE DE OLIVA;CARNES Y EMBUTIDOS EL ARCO;2248;CONSERVAS;CONSERVAS DE CARNE;CONSERVAS DE PORCINO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
46885;VINO TINTO;VALLEOSCURO;544;BEBIDAS;VINOS;VINO TINTO;VCPRD VINO DE CALIDAD VALLES DE BENAVENTE;
5043;CONFITE DE PIÑON;TERESA MATE;2684;ALIMENTACION GENERAL;APERITIVOS;FRUTOS/AS CARAMELIZADOS/AS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;AUTORIZADO
35951;NUEZ DE MACADAMIA FRITA;TERESA MATE;2684;ALIMENTACION GENERAL;APERITIVOS;FRUTOS/AS SECOS/AS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
43803;NUEZ CARAMELIZADA CON VINO BLANCO;TERESA MATE;2684;ALIMENTACION GENERAL;APERITIVOS;FRUTOS/AS CARAMELIZADOS/AS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
43806;PISTACHO CARAMELIZADO;TERESA MATE;2684;ALIMENTACION GENERAL;APERITIVOS;FRUTOS/AS CARAMELIZADOS/AS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
23032;PALETA DE BELLOTA IBERICA;VICTOR GOMEZ, SA;3208;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23038;PALETA DE CEBO DE CAMPO 100% IBERICA;VICTOR GOMEZ, SA;3208;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23040;PALETA DE CEBO 100% IBERICA;VICTOR GOMEZ, SA;3208;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
23044;LOMO DE CEBO DE CAMPO 100% IBERICO;VICTOR GOMEZ, SA;3208;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
23048;JAMON DE BELLOTA 100% IBERICO;VICTOR GOMEZ, SA;3208;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23050;JAMON DE CEBO DE CAMPO 100% IBERICO;VICTOR GOMEZ, SA;3208;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
42766;VINO ROSADO;TINTO RIBON;3270;BEBIDAS;VINOS;VINO ROSADO;VCPRD D.O. RIBERA DEL DUERO;AUTORIZADO
3822;QUESO DE CABRA CURADO;MONTES BRAVOS;2922;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE CABRA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
43705;QUESO DE OVEJA AÑEJO;FELIX SANZ;270;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;I.G.P. QUESO CASTELLANO;
43706;QUESO DE OVEJA EN ACEITE DE OLIVA;FELIX SANZ;270;QUESOS Y OTROS LACTEOS;QUESOS;QUESO EN ACEITE;I.G.P. QUESO CASTELLANO;
13678;PASTAS DE TE;PANADERIA ARTESANA LABRADOR;32860;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;PASTAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
13682;ROSQUILLAS DE ANIS;PANADERIA ARTESANA LABRADOR;32860;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;ROSQUILLAS Y ROSCOS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
13686;EMES;PANADERIA ARTESANA LABRADOR;32860;PANADERIA Y REPOSTERIA;BOLLERIA Y PASTELERIA;BOLLERIA DIVERSA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
4170;QUESO DE OVEJA;LA CRUZ DEL POBRE;1739;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
4172;CUAJADA;LA CRUZ DEL POBRE;1739;QUESOS Y OTROS LACTEOS;POSTRES LACTEOS;CUAJADA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
8972;LENTEJA;GARBANZO Y LENTEJA UTY;31140;ALIMENTACION GENERAL;LEGUMBRES SECAS;LENTEJAS;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
4488;SALCHICHON EXTRA;EMBUTIDOS DE PABLO;1216;CHARCUTERIA;EMBUTIDOS;SALCHICHON;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
8639;COSTILLAS DE CERDO;EMBUTIDOS DE PABLO;1216;CHARCUTERIA;CURADOS;OTRO CURADO;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
3486;VINO TINTO JOVEN;ACON;79;BEBIDAS;VINOS;VINO TINTO;VCPRD D.O. RIBERA DEL DUERO;
6998;CHORIZO IBERICO;MAJADALES;2113;CHARCUTERIA;EMBUTIDOS;CHORIZO IBERICO;M.G. IBERICOS DE SALAMANCA;
12282;LOMITO IBERICO;EMBUTIDOS FLORES;2113;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;M.G. IBERICOS DE SALAMANCA;
12291;MORCON IBERICO EXTRA;MAJADALES;2113;CHARCUTERIA;EMBUTIDOS;MORCON IBERICO;M.G. IBERICOS DE SALAMANCA;
23475;JAMON DE CEBO DE CAMPO IBERICO;EMBUTIDOS FLORES;2113;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
23476;LOMO DE CEBO DE CAMPO IBERICO;MAJADALES;2113;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
24393;PALETA DE CEBO IBERICA;EMBUTIDOS FLORES;2113;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
24399;PALETA DE CEBO IBERICA;MAJADALES;2113;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
24400;LOMO DE BELLOTA IBERICO;MAJADALES;2113;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
27532;CHORIZO IBERICO DE BELLOTA;IBISMA;1573;CHARCUTERIA;EMBUTIDOS;CHORIZO IBERICO;M.G. IBERICOS DE SALAMANCA;
27533;SALCHICHON IBERICO DE BELLOTA;IBISMA;1573;CHARCUTERIA;EMBUTIDOS;SALCHICHON IBERICO;M.G. IBERICOS DE SALAMANCA;
27538;JAMON DE CEBO IBERICO;IBISMA;1573;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
27539;JAMON DE BELLOTA IBERICO;IBISMA;1573;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
27542;PALETA DE CEBO DE CAMPO IBERICA;IBISMA;1573;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
42546;JAMON DE CEBO DE CAMPO 100% IBERICO;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
42547;JAMON CEBO DE CAMPO IBERICO;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
42557;SALCHICHON IBERICO DE BELLOTA;JAMONTEÑO;1573;CHARCUTERIA;EMBUTIDOS;SALCHICHON IBERICO;M.G. IBERICOS DE SALAMANCA;
42561;JAMON DE BELLOTA IBERICO;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
42565;JAMON DE CEBO DE CAMPO 100% IBERICO;IBISMA;1573;CHARCUTERIA;CURADOS;JAMON IBERICO;NORMA DE CALIDAD DEL IBERICO;
42569;LOMO DE BELLOTA IBERICO;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
42573;PALETA DE CEBO DE CAMPO 100% IBERICA;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
42574;SALCHICHON IBERICO EXTRA;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;EMBUTIDOS;SALCHICHON IBERICO;M.G. IBERICOS DE SALAMANCA;
42577;PALETA DE CEBO IBERICA;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
42580;LOMO DE CEBO DE CAMPO 100% IBERICO;IBISMA;1573;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
42581;CHORIZO IBERICO DE BELLOTA;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;EMBUTIDOS;CHORIZO IBERICO;M.G. IBERICOS DE SALAMANCA;
42583;LOMO DE CEBO 100% IBERICO;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;EMBUTIDOS;LOMO IBERICO;NORMA DE CALIDAD DEL IBERICO;
42588;PALETA DE CEBO 100% IBERICA;IBISMA;1573;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
42589;PALETA DE BELLOTA 100% IBERICA;IBERICOS ISMAEL GONZALEZ;1573;CHARCUTERIA;CURADOS;PALETA IBERICA;NORMA DE CALIDAD DEL IBERICO;
22870;QUESO DE OVEJA RESERVA;QUESONCALA;2783;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
22874;QUESO DE OVEJA CURADO CON PERRETXICO;QUESONCALA;2783;QUESOS Y OTROS LACTEOS;QUESOS;QUESO DE OVEJA;ARTESANIA ALIMENTARIA DE CASTILLA Y LEON;
